url,label
http://paypal-login-confirm.com,phishing
http://secure-login-appleid.com,phishing
http://verify-banking-login.com,phishing
http://update.webmail-auth-check.com,phishing
http://amazon-account-recovery.xyz,phishing
https://www.google.com,safe
https://github.com,safe
https://www.kaspi.kz,safe
https://mail.ru,safe
https://www.python.org,safe
url,label
http://secure-paypal-login.com,phishing
http://appleid-verify-account.com,phishing
http://update-netflix.info,phishing
http://confirm-spotify-payment.net,phishing
http://secure-bankofamerica.com-login,phishing
http://update-dropbox-security.net,phishing
http://login-instagram-help.com,phishing
http://steam-check-security-alert.com,phishing
http://verify-facebook.com-user,phishing
http://microsoft365-auth-check.net,phishing
http://login-github-update.info,phishing
http://secure-amazon-order-check.com,phishing
http://account-recovery-appleid.com,phishing
http://paypal-security-center.net,phishing
http://signin-google-drive-safety.com,phishing
http://login-mailru-security-alert.xyz,phishing
http://webmail-authentication-update.com,phishing
http://bankofamerica-login-check.info,phishing
http://telegram-verification-alert.net,phishing
http://logon-chasebank-check.com,phishing
http://netflix-user-validation.xyz,phishing
http://twitter-login-recover.com,phishing
http://confirm-microsoft-account-update.com,phishing
http://login-amazon-safecheck.net,phishing
http://security-checkout-paypal.com,phishing
http://office365-authentication.xyz,phishing
http://appleid-lockdown-support.net,phishing
http://recover-my-login-gmail.com,phishing
http://verify-cloud-backup-services.net,phishing
http://banking-access-checkpoint.com,phishing
http://steam-guard-alert.xyz,phishing
http://your-google-account-security.net,phishing
http://instagram-logon-support-check.com,phishing
http://telegram-auth-verify.net,phishing
http://secure-user-facebook-support.com,phishing
http://dropbox-user-authentication.xyz,phishing
http://twitter-help-center-login.com,phishing
http://amazon-billing-center-alert.net,phishing
http://login-github-auth-security.com,phishing
http://paypal-update-alert.xyz,phishing
http://google-verify-check.xyz,phishing
http://appleid-safety-check.com,phishing
http://login-office365-help-support.net,phishing
http://recover-spotify-login-alert.com,phishing
http://bank-access-update-portal.xyz,phishing
http://update-instagram-policy.net,phishing
http://amazon-secure-check-alert.com,phishing
http://dropbox-auth-update-center.net,phishing
http://webmail-authentication-safecheck.com,phishing
http://login-microsoft365-verify-alert.xyz,phishing
https://www.google.com,safe
https://www.github.com,safe
https://www.stackoverflow.com,safe
https://www.kaspi.kz,safe
https://mail.ru,safe
https://yandex.ru,safe
https://www.python.org,safe
https://linkedin.com,safe
https://tinkoff.ru,safe
https://developer.mozilla.org,safe
https://vk.com,safe
https://facebook.com,safe
https://twitter.com,safe
https://dropbox.com,safe
https://netflix.com,safe
https://spotify.com,safe
https://instagram.com,safe
https://telegram.org,safe
https://bankofamerica.com,safe
https://apple.com,safe
https://microsoft.com,safe
https://amazon.com,safe
https://youtube.com,safe
https://zoom.us,safe
https://web.telegram.org,safe
https://docs.google.com,safe
https://drive.google.com,safe
https://calendar.google.com,safe
https://chat.openai.com,safe
https://openai.com,safe
https://khanacademy.org,safe
https://coursera.org,safe
https://udemy.com,safe
https://protonmail.com,safe
https://icloud.com,safe
https://bbc.com,safe
https://cnn.com,safe
https://wired.com,safe
https://nytimes.com,safe
https://stackoverflow.blog,safe
https://support.google.com,safe
https://support.apple.com,safe
https://support.microsoft.com,safe
https://support.netflix.com,safe
https://support.dropbox.com,safe
https://support.spotify.com,safe
https://support.instagram.com,safe
https://support.twitter.com,safe
https://support.telegram.org,safe
https://support.paypal.com,safe
